timestamp,occupancy,previous_occupancy,event_type,room_id
2023-01-02T05:48:17.628Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T06:45:50.741Z,2,1,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T07:00:32.076Z,3,2,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T07:15:48.676Z,2,3,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T08:01:29.729Z,3,2,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T08:15:49.870Z,2,3,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T09:15:01.075Z,1,2,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:01:34.936Z,2,1,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:02:18.964Z,3,2,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:04:14.970Z,2,3,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:17:02.993Z,1,2,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:21:26.598Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:23:29.392Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:30:41.030Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:33:45.972Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:46:36.132Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:48:47.963Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T10:48:48.582Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:00:23.346Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:03:03.033Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:03:21.479Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:16:17.186Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:21:14.236Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:25:59.341Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:32:28.144Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:32:43.764Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T11:53:14.104Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T12:16:49.716Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T13:15:57.517Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T13:30:12.525Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T13:34:49.261Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:00:59.915Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:01:06.525Z,2,1,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:05:08.179Z,1,2,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:16:32.085Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:19:15.380Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:20:04.760Z,2,1,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T14:46:43.133Z,1,2,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:01:16.365Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:07:49.094Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:08:21.071Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:17:24.487Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:19:11.649Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:29:01.277Z,1,0,IN,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:33:52.036Z,0,1,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:36:26.375Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:38:49.610Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:46:24.575Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:48:53.128Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T15:52:59.029Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T16:55:25.647Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T17:14:16.101Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T17:46:47.801Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T17:47:31.806Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T18:00:41.897Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T18:11:55.857Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T18:59:47.696Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
2023-01-02T19:01:07.312Z,0,0,OUT,zn7ldzfs9p6oc1bc0y5h6ctn
