timestamp,occupancy,previous_occupancy,event_type,room_id
2023-01-02T05:46:20.710Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T06:45:38.767Z,2,1,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T06:50:39.984Z,3,2,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T07:08:43.755Z,4,3,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T07:46:03.359Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T07:49:38.676Z,6,5,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:00:23.316Z,7,6,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:05:46.868Z,8,7,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:09:09.669Z,7,8,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:31:21.813Z,6,7,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:32:58.494Z,5,6,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:47:06.041Z,6,5,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:54:40.534Z,7,6,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:54:54.517Z,6,7,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T08:56:14.237Z,7,6,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:02:17.973Z,8,7,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:09:51.077Z,7,8,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:12:07.903Z,8,7,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:16:32.288Z,7,8,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:19:15.240Z,6,7,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:22:05.574Z,5,6,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:25:47.082Z,4,5,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:31:25.457Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:32:35.235Z,4,5,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:45:45.433Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:50:06.025Z,6,5,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T09:50:16.070Z,5,6,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:01:09.285Z,4,5,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:02:09.847Z,3,4,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:07:45.505Z,2,3,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:11:40.990Z,3,2,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:18:05.064Z,4,3,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:20:48.113Z,3,4,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:23:47.497Z,2,3,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:26:17.763Z,3,2,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:30:09.827Z,2,3,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:32:28.822Z,1,2,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:39:09.747Z,2,1,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:39:13.687Z,1,2,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:43:39.379Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:55:44.746Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:58:08.839Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T10:58:23.475Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:02:58.399Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:05:17.263Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:07:25.415Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:16:30.194Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:16:50.863Z,2,1,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:20:20.800Z,1,2,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:31:14.496Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:40:39.935Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:48:54.654Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:49:04.366Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:51:47.161Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T11:56:03.248Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T12:09:29.800Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T12:12:32.682Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T12:45:55.839Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T12:47:33.488Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T12:59:38.050Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T13:01:25.319Z,2,1,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T13:01:48.712Z,3,2,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T13:27:53.785Z,4,3,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T13:31:23.137Z,3,4,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:00:45.962Z,4,3,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:03:19.982Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:04:46.237Z,4,5,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:09:49.642Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:12:53.305Z,4,5,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:15:10.327Z,3,4,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:18:41.728Z,2,3,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:20:25.449Z,1,2,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:31:45.169Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:32:56.730Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:35:10.132Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T14:59:10.454Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T15:16:59.754Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T15:18:54.799Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T15:26:15.462Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:00:36.829Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:13:59.524Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:20:24.893Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:24:23.396Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:30:31.982Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:31:29.398Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:44:16.375Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:46:10.228Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:49:12.862Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T16:59:26.084Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T17:45:53.245Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T17:54:09.395Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T17:57:52.842Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T18:03:07.378Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T18:05:47.396Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T18:16:35.296Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-02T18:45:47.003Z,0,1,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T18:49:41.787Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T19:00:20.247Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T19:01:50.334Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T20:15:13.522Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T20:45:16.282Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T20:46:34.605Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-02T20:56:50.972Z,0,0,OUT,xlg99rwh3y1k5pqmluydy64k
2023-01-03T05:47:56.351Z,1,0,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T06:55:03.381Z,2,1,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T06:57:07.008Z,3,2,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T07:00:12.805Z,4,3,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T07:02:26.862Z,5,4,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T07:46:49.163Z,6,5,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T07:49:04.484Z,7,6,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T08:00:24.248Z,8,7,IN,xlg99rwh3y1k5pqmluydy64k
2023-01-03T08:05:36.496Z,9,8,IN,xlg99rwh3y1k5pqmluydy64k
