timestamp,door_open,sensor_id
2023-01-02T06:01:49.644Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T06:01:54.735Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T07:34:34.887Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T07:34:58.244Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T08:11:51.592Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T08:12:11.655Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T09:13:17.331Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T09:13:56.471Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T10:04:12.243Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T10:04:16.877Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T11:15:23.796Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T11:15:50.959Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T11:22:23.304Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T11:22:27.671Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T11:43:21.618Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T11:43:44.137Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T11:57:58.121Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T11:58:18.341Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T12:49:49.116Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T12:49:54.024Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T13:08:59.223Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T13:09:18.888Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T13:50:43.617Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T13:50:49.261Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T14:19:08.997Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T14:19:42.638Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T14:20:16.918Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T14:20:20.232Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T15:02:26.332Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T15:02:31.028Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T16:48:24.548Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T16:48:28.326Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T17:19:56.214Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T17:20:52.591Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T18:53:28.946Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T18:53:56.084Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T19:46:00.362Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T19:46:04.301Z,false,gwjxxugqt4ahjblj087prbta
2023-01-02T20:56:04.533Z,true,gwjxxugqt4ahjblj087prbta
2023-01-02T20:56:09.364Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T06:03:01.931Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T06:03:05.568Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T07:19:50.639Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T07:19:55.992Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T08:40:17.216Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T08:40:50.428Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T09:28:53.788Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T09:28:58.008Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T10:41:37.662Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T10:42:07.240Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T11:10:13.249Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T11:10:19.684Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T11:35:53.670Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T11:35:56.687Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T12:58:40.759Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T12:58:46.571Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T13:19:14.515Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T13:19:57.449Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T13:33:36.258Z,true,gwjxxugqt4ahjblj087prbta
2023-01-03T13:34:22.347Z,false,gwjxxugqt4ahjblj087prbta
2023-01-03T14:01:14.890Z,true,gwjxxugqt4ahjblj087prbta
