timestamp,direction,sensor_id
2023-01-02T06:24:50.534Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T06:24:51.275Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T06:24:59.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T07:06:21.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T08:44:40.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T09:04:12.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T10:04:38.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T11:04:17.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T11:34:24.842Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T11:34:38.271Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T11:34:53.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T11:35:19.336Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T12:22:41.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:32:17.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:32:28.293Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:32:35.532Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:32:45.597Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:51:00.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T13:51:10.271Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T14:10:46.702Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T14:11:15.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T14:11:40.637Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T14:30:44.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T15:05:17.251Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T15:05:47.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T16:42:36.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T16:42:51.425Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T16:56:21.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T16:56:36.000Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T16:56:41.945Z,IN,xfv364kd5lv58to3z8cp5a2q
2023-01-02T17:02:29.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T18:28:03.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T18:28:31.599Z,OUT,xfv364kd5lv58to3z8cp5a2q
2023-01-02T19:03:03.000Z,OUT,xfv364kd5lv58to3z8cp5a2q
