timestamp,direction,sensor_id
2023-01-02T06:59:57.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T07:09:00.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T08:17:04.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T09:29:13.659Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T09:29:35.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T09:29:44.548Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T10:15:15.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T11:02:16.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T11:51:38.428Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T11:51:52.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T11:52:02.816Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T11:52:18.096Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T12:26:56.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T12:32:56.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T12:35:21.602Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T12:35:34.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:49:06.861Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:49:12.396Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:49:46.512Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:50:11.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:50:25.009Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T13:50:40.929Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T14:31:07.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T14:43:57.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T15:04:38.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T16:59:13.317Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T16:59:14.436Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T16:59:29.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T16:59:38.448Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T17:28:19.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T18:14:29.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T19:11:09.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T20:49:25.342Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T20:49:47.591Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-02T20:50:11.687Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T06:33:05.632Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T06:33:32.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T07:07:01.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:10:39.397Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:10:58.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:11:01.680Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:21:46.239Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:21:47.248Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:22:02.368Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:22:05.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:29:42.190Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T08:30:05.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:08:01.200Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:08:05.220Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:08:12.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:08:12.223Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:14:52.247Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:14:52.338Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:15:12.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:33:07.511Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T09:33:14.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T10:47:51.574Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T10:47:52.600Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T10:47:59.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T10:48:07.583Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:23:23.552Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:23:25.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:23:43.098Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:25:26.970Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:25:27.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T11:25:56.442Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T12:27:46.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T13:17:48.861Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T13:18:43.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T14:12:16.987Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T14:12:20.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T14:58:16.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T15:36:55.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T16:37:02.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T17:29:24.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T18:51:49.053Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T18:52:08.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T18:52:31.232Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T19:57:50.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-03T20:59:09.633Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T06:05:24.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T07:24:51.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T08:13:35.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T09:32:12.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T10:12:13.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T11:02:08.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T11:35:03.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T12:24:04.075Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T12:24:17.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T12:24:25.818Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T13:02:53.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T13:24:12.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T13:40:06.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T13:53:04.524Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T13:53:06.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T14:49:08.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T14:49:11.368Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T15:49:32.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T15:59:54.993Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T16:00:03.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T16:00:15.445Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T16:00:17.947Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T17:50:33.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T17:50:44.931Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T18:32:28.228Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T18:32:42.016Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T18:32:51.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T19:23:15.580Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T19:23:28.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-04T20:49:20.945Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T06:55:04.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T07:53:49.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T08:06:58.252Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T08:07:22.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T08:07:36.215Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T09:14:35.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T10:26:09.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T11:13:59.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T11:14:08.193Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T11:14:26.220Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T11:21:02.344Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T11:21:14.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T12:32:40.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T13:52:00.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T13:52:44.109Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T13:52:52.569Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T13:52:55.195Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T13:53:23.911Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T14:17:43.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T14:32:04.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T15:54:03.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T16:00:14.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T17:22:55.636Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T17:22:56.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T18:06:56.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T19:33:40.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-05T20:59:25.523Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T06:44:14.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T07:19:35.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T08:23:10.206Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T08:23:17.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T09:28:24.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T10:27:15.043Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T10:27:33.064Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T10:27:38.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T11:01:04.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T11:01:17.869Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T11:53:28.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T12:23:49.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T13:34:55.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T13:35:07.644Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T13:46:15.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T14:12:26.941Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T14:12:31.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T14:12:58.942Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T14:58:25.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T15:48:17.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T16:17:41.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T17:49:11.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T17:49:12.466Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T17:49:29.860Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T18:49:58.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T19:09:21.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T20:46:01.398Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T20:46:26.279Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T20:46:28.247Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-07T20:46:29.164Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T06:17:52.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T07:50:38.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T08:02:17.509Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T08:02:41.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T09:52:32.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T10:35:40.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T11:17:25.605Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T11:17:34.762Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T11:17:38.365Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T11:17:42.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T11:43:58.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T12:28:57.349Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T12:29:14.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T13:06:21.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T13:58:48.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T14:19:02.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T14:59:02.000Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T14:59:25.769Z,IN,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T15:36:03.608Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T15:36:12.510Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T15:36:17.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T15:36:21.754Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T16:33:29.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T16:33:31.995Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T16:33:42.496Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T16:33:51.974Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
2023-01-09T17:49:51.000Z,OUT,i2ul4nib0nzgjc05uu2yn7lx
